0.83	-0.79	-0.18	62.08	-2.02	10.03
1.03	-0.52	-0.09	62.03	-2.14	10.23
1.06	-0.58	-0.01	61.89	-2.34	10.56
1.27	-0.90	0.23	61.85	-2.38	10.62
1.66	-1.27	0.30	61.72	-2.52	10.74
1.91	-1.39	0.09	61.62	-2.69	10.93
2.13	-1.25	-0.05	61.58	-2.80	11.17
2.58	-1.45	-0.20	61.55	-2.85	11.48
3.37	-1.78	-0.27	61.45	-2.85	11.73
3.92	-1.94	-0.04	61.38	-2.88	11.85
3.49	-1.06	0.64	61.43	-2.81	11.81
2.80	-0.88	1.02	61.53	-2.61	11.68
2.35	-1.61	0.76	61.65	-2.23	11.38
2.64	-2.34	-0.06	61.72	-1.75	10.72
2.72	-1.79	-0.96	61.70	-1.66	10.06
1.76	-0.32	-0.36	61.61	-1.91	9.61
0.88	0.22	0.20	61.45	-2.07	9.18
0.18	-0.25	-0.09	61.23	-1.88	8.53
-0.29	0.65	0.16	60.81	-1.20	7.49
-0.71	0.77	-0.09	60.48	-0.83	6.97
-1.21	0.93	-0.29	60.09	-0.61	6.47
-1.18	0.72	-0.45	59.66	-0.61	5.98
-1.80	1.23	-0.14	59.37	-0.65	5.68
-2.30	1.35	0.00	59.06	-0.53	5.41
-1.70	0.80	-0.27	58.63	-0.10	5.01
-2.98	1.12	0.11	58.23	0.28	4.66
-2.64	1.00	0.23	58.03	0.44	4.51
-2.97	1.31	0.22	57.75	0.62	4.39
-3.06	1.21	0.41	57.61	0.70	4.35
-3.16	1.30	0.64	57.36	0.81	4.24
-3.20	1.27	0.68	57.12	0.92	4.16
-3.23	1.23	0.53	56.83	1.08	4.13
-3.02	0.96	0.33	56.66	1.07	4.27
-2.61	0.55	0.03	56.63	0.79	4.41
-2.21	0.33	-0.35	56.64	0.42	4.52
-2.29	0.64	-0.27	56.73	-0.17	4.73
-2.12	0.63	-0.39	56.81	-0.45	4.90
-2.29	0.56	-0.27	56.99	-0.71	5.18
-1.82	0.11	-0.23	57.13	-0.83	5.32
-1.64	-0.00	-0.19	57.45	-1.08	5.47
-1.35	0.07	-0.15	57.55	-1.16	5.54
-0.94	0.00	-0.22	57.78	-1.30	5.72
-0.59	0.09	-0.33	58.00	-1.34	5.90
-0.47	0.19	-0.36	58.23	-1.35	6.05
-0.40	0.02	-0.40	58.48	-1.41	6.16
0.02	-0.61	-0.48	58.77	-1.55	6.20
0.06	-0.35	-0.32	59.01	-1.82	6.27
-0.32	0.14	-0.24	59.14	-2.02	6.39
-0.36	-0.05	-0.54	59.26	-2.29	6.54
0.03	-0.54	-0.81	59.31	-2.50	6.53
0.17	-0.36	-0.53	59.30	-3.10	6.53
0.29	-0.54	-0.57	59.25	-3.58	6.63
0.53	-0.58	-0.52	59.24	-3.73	6.67
0.56	-0.45	-0.48	59.19	-4.13	6.79
0.45	-0.33	-0.40	59.18	-4.22	6.82
0.25	0.01	-0.24	59.16	-4.38	6.87
0.12	0.29	-0.16	59.11	-4.53	6.83
0.12	-0.50	0.11	59.08	-4.57	6.79
0.11	-0.50	0.14	58.96	-4.68	6.69
0.13	-0.65	0.22	58.92	-4.73	6.68
0.24	-0.51	-0.04	58.81	-4.83	6.74
0.48	-0.30	-0.61	58.64	-4.92	6.92
0.69	0.09	-0.87	58.35	-5.05	7.24
0.80	-0.10	-0.74	57.95	-5.20	7.63
0.94	-0.32	-0.50	57.60	-5.28	7.94
1.10	-0.43	-0.53	57.16	-5.23	8.32
1.20	-0.39	-0.67	56.72	-5.00	8.82
1.21	-0.21	-0.51	56.34	-4.74	9.32
1.32	-0.45	-0.16	56.02	-4.52	9.76
1.31	-0.58	0.12	55.81	-4.36	10.03
1.52	-0.70	0.33	55.46	-4.11	10.42
1.46	-0.67	0.41	55.22	-3.93	10.66
1.63	-0.86	0.38	54.98	-3.76	10.88
1.61	-0.77	0.38	54.63	-3.52	11.18
1.68	-0.73	0.37	54.26	-3.29	11.52
1.85	-0.71	0.23	53.79	-3.12	11.98
1.81	-0.57	0.19	53.44	-3.08	12.28
1.69	-0.50	0.36	52.99	-3.10	12.61
1.47	-0.16	0.41	52.61	-3.09	12.78
1.25	-0.00	0.52	52.34	-2.99	12.85
1.03	-0.00	0.70	52.22	-2.92	12.79
0.71	-0.03	0.91	52.17	-2.87	12.51
0.52	-0.03	0.90	52.30	-2.88	12.00
0.45	-0.01	0.85	52.43	-2.88	11.64
0.28	0.05	0.77	52.49	-2.87	11.52
0.12	0.05	0.64	52.68	-2.88	11.17
-0.06	0.06	0.44	52.83	-2.89	10.93
-0.07	-0.08	0.21	53.13	-3.01	10.49
-0.16	-0.01	0.16	53.28	-3.10	10.29
-0.21	-0.02	-0.20	53.44	-3.21	10.08
-0.20	-0.02	-0.28	53.71	-3.42	9.76
-0.23	-0.02	-0.52	53.89	-3.60	9.54
-0.32	0.02	-0.52	54.09	-3.86	9.28
-0.23	0.07	-0.52	54.25	-4.03	9.14
-0.29	-0.03	-0.52	54.42	-4.20	9.04
-0.29	-0.02	-0.41	54.54	-4.26	8.98
-0.28	-0.06	-0.33	54.73	-4.24	8.95
-0.21	-0.10	-0.37	54.84	-4.20	8.96
