0.39	0.02	-0.05	73.01	26.64	26.62
0.33	-0.13	0.01	72.39	26.52	26.58
0.40	-0.17	0.12	71.72	26.42	26.55
0.32	-0.06	0.23	71.37	26.39	26.55
0.36	0.21	0.43	70.89	26.35	26.58
0.39	0.27	0.39	70.46	26.34	26.60
0.55	0.35	0.50	70.31	26.34	26.61
0.47	0.32	0.74	69.90	26.36	26.59
0.41	0.34	0.89	69.43	26.41	26.51
0.35	0.14	1.16	69.04	26.49	26.41
0.31	0.25	1.38	68.58	26.61	26.24
0.17	0.35	1.45	68.42	26.68	26.15
0.18	0.53	1.48	68.26	26.73	26.08
-0.01	0.48	1.43	68.00	26.79	25.92
-0.19	0.56	1.34	67.79	26.70	25.73
-0.25	0.35	1.18	67.65	26.52	25.61
-0.29	0.05	1.07	67.37	26.03	25.40
-0.17	-0.08	0.92	67.12	25.51	25.24
-0.04	0.13	0.84	66.64	24.33	25.06
0.15	0.10	0.64	66.31	23.47	25.00
0.23	-0.02	0.49	65.76	21.93	24.90
0.30	-0.08	0.36	65.38	20.96	24.80
0.32	-0.30	0.24	65.04	20.00	24.68
0.17	-0.28	0.09	64.57	18.78	24.51
0.18	-0.36	-0.08	64.11	17.62	24.36
0.07	-0.37	-0.29	63.72	16.68	24.27
0.06	-0.56	-0.26	63.33	15.63	24.26
-0.01	-0.76	-0.50	62.95	14.39	24.34
0.07	-0.95	-0.62	62.59	13.10	24.58
0.02	-1.38	-0.59	62.31	12.22	24.82
-0.03	-1.59	-0.62	61.99	10.53	25.50
0.00	-1.59	-0.66	61.74	8.83	26.52
0.05	-0.91	-0.88	61.58	6.96	28.09
0.19	-0.98	-1.22	61.46	5.26	29.89
0.00	-2.32	-1.15	61.34	2.96	32.62
0.05	-2.46	-1.14	61.04	-0.14	36.82
0.22	-1.22	-1.06	60.91	-0.66	37.65
-0.04	-1.17	-0.80	60.57	-2.74	41.43
-0.04	-0.71	-1.02	60.41	-3.21	42.41
0.03	-0.69	-1.13	60.15	-4.13	44.43
-0.31	-0.99	-1.11	59.75	-5.36	47.48
-0.36	-1.20	-1.50	59.10	-6.60	51.13
-0.15	-1.37	-1.56	58.24	-7.94	55.81
-0.32	-0.54	-1.58	57.54	-8.76	59.08
-0.71	-0.27	-1.64	56.47	-9.71	63.57
-0.41	-0.58	-1.17	55.13	-10.62	68.32
-0.41	-0.80	-1.76	53.68	-11.31	72.62
-1.18	-0.63	-1.20	52.48	-11.64	76.17
-0.68	-0.78	-1.60	51.19	-11.89	79.60
-0.64	-0.29	-1.79	49.58	-12.03	83.60
-0.75	-0.00	-1.59	48.23	-12.07	86.60
-0.73	-0.08	-1.08	46.54	-11.96	90.10
-0.74	-0.54	-0.82	44.67	-11.59	93.71
-0.64	-1.19	-0.93	42.36	-10.82	97.66
-0.58	-0.90	-1.00	41.15	-10.27	99.82
-0.76	-0.73	-0.80	39.83	-9.59	102.37
-0.66	-0.70	-0.74	38.28	-8.64	105.61
-0.54	-0.58	-0.46	37.05	-7.69	108.42
-0.40	-0.49	-0.61	36.01	-6.80	110.89
-0.46	-0.40	-0.53	35.35	-6.17	112.52
-0.27	-0.80	-0.35	34.57	-5.36	114.48
-0.29	-1.22	-0.32	33.31	-3.83	117.63
-1.12	-1.30	-0.39	32.56	-2.77	119.66
-0.49	-0.77	-0.16	31.74	-1.19	122.43
-1.67	-0.37	-0.21	31.53	-0.81	123.15
-1.01	0.12	-0.62	31.00	0.45	125.32
-0.60	0.27	-0.36	30.54	1.76	127.41
0.08	0.56	-0.09	29.98	3.31	129.68
-0.25	0.38	0.04	29.33	5.23	132.10
-0.20	0.46	0.08	28.76	7.07	134.03
-0.29	0.36	0.10	28.42	8.15	134.94
-0.47	0.19	-0.04	28.07	9.34	135.69
-0.51	-0.15	-0.01	27.56	11.08	136.42
-0.50	0.04	-0.11	27.06	12.78	137.01
-0.47	0.66	-0.45	26.61	14.30	137.65
-0.48	0.79	-0.36	25.86	16.56	138.75
-0.47	0.70	-0.37	25.37	17.95	139.29
-0.48	0.44	-0.47	25.03	18.88	139.50
-0.45	-0.02	-0.52	24.60	20.04	139.66
-0.49	0.18	-0.61	23.95	21.69	139.72
-0.38	0.46	-0.31	23.41	23.04	139.81
-0.45	0.59	-0.29	23.04	23.98	139.87
-0.48	0.76	-0.39	22.18	26.35	140.04
-0.58	0.44	-0.52	21.58	28.09	140.03
-0.48	0.37	-0.34	20.98	29.80	139.74
-0.57	0.43	-0.16	20.33	31.53	139.20
-0.30	0.47	0.06	19.86	32.76	138.73
-0.62	0.33	-0.02	19.28	34.34	138.02
-0.61	0.08	-0.04	18.62	36.28	137.02
-0.73	0.23	-0.30	18.09	37.76	136.16
-0.70	0.31	-0.29	17.63	39.05	135.45
-0.87	0.28	-0.51	16.84	41.13	134.22
-0.80	0.47	-0.44	16.15	42.79	133.25
-0.71	0.49	-0.45	15.61	44.01	132.53
-0.84	0.70	-0.75	14.93	45.43	131.65
-0.83	0.73	-1.06	14.00	47.07	130.43
-0.98	0.76	-1.17	13.78	47.45	130.15
-1.01	0.98	-1.16	13.31	48.19	129.56
-0.82	1.20	-1.20	12.55	49.33	128.68
-0.72	1.35	-1.41	11.66	50.53	127.79
-0.49	1.47	-1.37	10.74	51.70	126.95
-0.30	1.57	-1.42	9.99	52.53	126.34
-0.14	1.60	-1.41	9.10	53.36	125.74
-0.02	1.50	-1.43	8.46	53.84	125.36
0.08	1.40	-1.36	7.89	54.19	125.02
0.21	1.16	-1.23	7.52	54.34	124.82
0.33	1.08	-1.24	7.07	54.47	124.60
0.25	0.93	-1.33	6.61	54.48	124.42
0.29	0.93	-1.18	6.49	54.46	124.38
0.17	0.73	-1.30	6.15	54.40	124.23
0.16	0.66	-1.37	5.79	54.30	124.06
0.15	0.71	-1.36	5.27	54.11	123.89
0.11	0.70	-1.47	5.15	54.07	123.86
-0.03	0.60	-1.52	4.81	53.89	123.89
-0.05	0.89	-1.16	4.45	53.69	124.01
-0.14	1.04	-1.52	4.06	53.40	124.20
-0.32	1.30	-1.43	3.64	52.90	124.61
-0.41	1.21	-1.43	3.24	52.26	125.08
-0.61	1.42	-1.85	2.92	51.63	125.47
-0.86	1.58	-1.80	2.61	50.86	125.98
-0.58	1.56	-1.38	2.19	49.92	126.43
-0.25	1.37	-1.00	1.65	48.87	126.64
-0.13	1.16	-0.85	1.28	47.65	126.84
-0.36	1.14	-1.10	1.24	46.14	127.22
-0.54	1.14	-1.26	1.45	44.43	127.58
-0.76	0.82	-1.30	1.66	43.12	127.68
-0.77	0.84	-1.45	1.86	41.84	127.64
-0.76	0.97	-1.52	1.98	40.99	127.49
-0.79	0.67	-1.45	2.09	40.12	127.22
-0.61	0.19	-1.04	2.32	38.32	126.19
-0.72	-0.10	-0.82	2.59	36.70	124.97
-1.04	-0.25	-1.11	2.96	34.88	123.60
-1.36	-0.18	-1.36	3.47	32.71	122.10
-1.18	0.18	-1.21	3.83	30.81	120.77
-1.29	0.54	-1.55	4.01	28.81	119.13
-1.11	0.16	-1.14	4.11	26.63	116.81
-1.50	0.62	-1.70	4.14	24.95	114.42
