-0.12	-0.31	0.58	46.47	-53.32	17.38
-0.60	0.05	0.37	46.44	-53.49	17.33
0.98	0.37	0.77	46.38	-53.75	17.38
-1.00	-0.50	-0.96	46.30	-54.01	17.30
1.12	-1.32	-1.00	46.31	-54.30	17.28
0.34	-0.08	-0.62	45.93	-54.45	17.20
-0.07	0.06	-0.43	45.87	-54.26	16.98
-0.62	-0.22	-0.05	46.04	-53.65	16.37
-0.76	-0.52	0.19	46.19	-53.12	15.91
-0.51	-0.67	0.31	46.19	-52.84	15.74
-0.27	-0.75	0.50	46.16	-52.78	15.73
-0.10	-0.22	0.13	46.04	-52.65	15.79
-0.27	0.09	-0.38	45.81	-52.50	16.11
-0.52	0.07	-0.28	45.47	-52.21	16.51
-0.54	-0.09	-0.14	45.36	-52.08	16.56
-0.34	-0.59	0.04	45.31	-52.02	16.56
-0.32	-0.34	-0.41	45.14	-51.87	16.57
-0.55	-0.53	-0.48	44.82	-51.65	16.75
-1.01	-0.28	-0.55	44.50	-51.29	16.97
-1.08	-0.46	-0.60	44.27	-50.93	17.13
-1.20	-0.84	-0.73	44.06	-50.56	17.13
-0.96	-1.25	-0.62	43.94	-50.14	16.87
-0.54	-1.56	-0.52	43.88	-49.79	16.57
-0.53	-1.57	-0.46	43.69	-49.13	16.21
-1.05	-1.94	0.02	43.39	-48.54	16.12
-1.93	-0.84	-0.40	42.87	-47.80	16.26
-2.39	-0.32	-0.63	41.80	-46.72	16.94
-2.18	-0.24	-0.81	40.49	-45.81	17.74
-1.43	-0.50	-0.93	39.28	-45.11	18.14
-0.69	-0.93	-0.89	38.36	-44.57	18.15
-0.98	-0.99	-0.48	37.48	-43.84	18.03
-0.70	-0.89	-0.01	36.56	-42.70	17.87
-0.86	-0.43	0.49	35.71	-41.57	17.79
-1.27	-0.04	1.05	34.80	-40.24	17.73
-0.93	0.31	0.95	33.61	-38.31	17.48
-0.11	0.37	0.91	32.99	-37.27	17.15
0.01	0.13	0.80	32.42	-36.35	16.68
0.14	-0.07	0.77	32.26	-36.04	16.49
0.11	0.08	0.59	31.78	-35.10	15.94
0.01	0.22	0.36	31.63	-34.77	15.78
-0.07	0.77	0.30	31.21	-33.92	15.36
-0.07	0.89	0.73	30.49	-32.43	14.60
-0.19	0.46	1.77	30.06	-31.28	13.83
-0.17	0.52	1.54	29.62	-29.98	12.80
-0.28	0.91	0.77	29.27	-29.16	12.17
-0.12	1.54	0.09	28.82	-28.13	11.51
-0.09	1.36	0.00	28.49	-27.33	11.01
0.18	1.44	0.82	28.24	-26.58	10.43
0.04	0.81	1.73	28.16	-26.09	10.00
0.09	0.61	2.01	28.11	-25.23	9.26
0.26	0.93	2.17	28.11	-24.91	8.97
0.71	1.15	1.80	28.06	-24.07	8.38
1.27	1.84	1.45	27.94	-23.36	7.96
1.71	1.86	2.13	27.62	-22.31	7.39
1.78	1.86	2.62	27.43	-21.63	6.97
2.34	2.09	3.03	27.22	-20.89	6.61
2.48	2.57	2.71	26.98	-20.39	6.54
1.79	2.82	2.16	26.68	-20.07	6.78
1.35	1.92	1.77	26.34	-19.88	7.29
1.29	1.13	1.56	26.32	-20.08	7.60
0.79	0.58	0.68	26.45	-20.38	7.80
0.57	0.45	0.63	26.70	-21.06	8.42
0.48	0.95	-0.39	26.76	-21.27	8.64
0.44	0.05	-0.95	26.86	-21.70	9.10
0.01	-0.86	0.12	26.97	-22.26	9.59
-0.66	-1.14	-0.41	27.05	-22.63	9.89
-0.79	-0.80	-0.05	27.10	-22.79	10.12
-0.99	-0.33	-0.21	27.14	-22.99	10.52
-0.93	-0.25	-0.40	27.14	-23.28	11.13
-1.04	-0.25	-0.48	27.14	-23.48	11.47
-1.07	-0.30	-0.50	27.22	-24.09	12.05
-0.64	-0.39	-0.41	27.25	-24.31	12.18
-0.43	-0.27	-0.37	27.25	-24.47	12.25
-0.43	-0.41	-0.47	27.22	-24.90	12.48
-0.55	0.04	-0.49	27.22	-25.08	12.59
-0.65	-0.13	-0.40	27.28	-25.24	12.68
-0.58	-0.16	-0.37	27.41	-25.38	12.71
-0.25	-0.23	-0.36	27.49	-25.45	12.68
-0.14	-0.27	-0.36	27.58	-25.54	12.65
-0.08	-0.26	-0.24	27.69	-25.62	12.62
-0.05	-0.18	-0.28	27.82	-25.68	12.59
0.09	-0.03	-0.27	27.88	-25.71	12.58
0.01	-0.14	-0.31	28.01	-25.76	12.56
-0.06	-0.20	-0.05	28.24	-25.80	12.47
-0.13	-0.29	0.28	28.41	-25.77	12.35
0.03	-0.45	0.50	28.64	-25.70	12.16
0.31	-0.26	0.30	28.82	-25.63	12.00
0.08	-0.34	0.34	28.83	-25.59	11.99
-0.14	0.00	0.48	28.84	-25.55	11.99
0.21	0.33	0.17	28.81	-25.50	12.05
0.02	0.39	0.10	28.75	-25.49	12.16
0.10	0.30	0.37	28.72	-25.46	12.26
0.45	0.29	0.14	28.75	-25.46	12.29
0.15	0.65	0.05	28.79	-25.44	12.37
0.60	1.36	0.44	28.85	-25.32	12.59
0.85	1.37	0.44	28.91	-25.14	12.91
1.41	1.91	0.79	28.91	-25.01	13.16
