0.04	-0.06	0.27	77.60	-9.79	4.76
0.24	0.06	0.20	77.17	-9.86	4.75
0.24	-0.13	-0.08	76.25	-9.95	4.64
0.26	-0.50	-0.09	75.06	-9.93	4.38
0.21	-0.73	-0.01	73.45	-9.77	4.07
0.12	-1.07	0.09	71.71	-9.54	3.88
-0.14	-1.26	-0.03	69.50	-9.22	3.91
-0.40	-0.47	-0.20	66.82	-8.70	4.28
-0.59	0.27	-0.16	64.63	-8.07	4.92
-0.52	0.45	0.11	62.46	-7.42	5.67
-0.37	0.29	-0.04	60.09	-6.89	6.33
-0.34	0.04	-0.08	57.62	-6.51	6.84
-0.50	-0.05	-0.08	55.25	-6.10	7.43
-0.39	0.14	-0.02	53.51	-5.75	8.00
-0.42	-0.43	0.14	52.91	-5.63	8.22
-0.21	-0.28	-0.09	50.68	-5.15	9.12
-0.16	0.06	-0.18	49.12	-4.76	9.83
-0.00	0.81	-0.19	47.83	-4.32	10.59
0.31	1.09	-0.29	46.43	-3.67	11.55
0.30	1.50	-0.23	45.50	-3.14	12.16
0.06	1.79	-0.23	44.76	-2.31	12.75
0.10	1.70	-0.12	44.95	-2.12	12.77
0.05	1.74	-0.10	45.77	-2.15	12.53
0.17	1.62	-0.16	46.95	-2.46	12.00
0.24	1.48	0.05	48.61	-2.97	11.18
0.32	0.66	0.17	50.51	-3.47	10.23
0.24	0.71	-0.09	53.57	-4.04	8.94
0.18	0.80	-0.09	56.42	-4.38	8.23
0.13	0.59	-0.03	58.16	-4.59	7.91
-0.08	0.05	0.16	60.41	-4.99	7.32
-0.00	0.07	-0.20	62.98	-5.48	6.37
-0.18	0.49	-0.13	65.33	-5.91	5.36
-0.23	0.02	-0.02	68.24	-6.30	4.19
-0.61	-0.19	0.13	70.11	-6.46	3.52
-0.45	-0.08	0.05	72.35	-6.62	2.83
-0.28	-0.40	-0.29	74.19	-6.80	2.41
-0.32	-0.69	-0.33	76.66	-7.07	1.87
-0.53	-1.40	-0.22	78.28	-7.22	1.48
-0.73	-1.84	-0.18	80.60	-7.36	0.74
-0.85	-1.79	-0.17	81.70	-7.41	0.38
-0.82	-1.78	-0.02	82.85	-7.43	0.20
-0.56	-1.48	0.02	83.52	-7.48	0.23
-0.42	-1.28	-0.06	83.89	-7.55	0.32
-0.30	-0.95	0.10	83.93	-7.59	0.47
-0.32	-0.89	0.14	83.55	-7.52	0.61
-0.25	-0.60	0.28	82.99	-7.40	0.68
-0.25	-0.91	0.50	81.74	-7.17	0.78
-0.14	-1.50	0.58	79.88	-7.02	0.85
0.01	-0.96	0.23	78.17	-6.88	1.01
0.06	-1.00	0.11	75.01	-6.36	1.72
-0.26	-0.84	-0.13	74.10	-6.17	1.95
-0.55	-0.53	-0.10	71.72	-5.60	2.59
-0.85	-0.15	-0.17	68.54	-4.73	3.47
-0.74	-0.67	-0.02	65.97	-4.07	4.14
-0.72	-0.48	-0.06	61.99	-3.31	4.82
-0.65	-0.13	-0.16	59.72	-2.91	5.21
-0.63	0.84	-0.27	56.24	-2.40	6.12
-0.45	1.42	-0.26	54.31	-2.06	6.90
-0.34	1.40	-0.36	52.89	-1.75	7.48
-0.26	1.27	-0.35	51.51	-1.39	7.95
-0.13	0.92	-0.39	50.68	-1.14	8.18
0.06	0.91	-0.34	49.80	-0.88	8.49
0.16	0.82	-0.37	49.14	-0.66	8.86
0.21	0.66	-0.28	48.78	-0.51	9.12
0.23	0.53	-0.20	48.47	-0.33	9.33
0.20	0.48	-0.13	48.33	-0.18	9.43
0.29	0.32	-0.05	48.28	-0.12	9.47
0.34	0.20	-0.01	48.23	-0.01	9.54
0.28	0.15	-0.05	48.22	0.04	9.59
0.27	0.13	-0.00	48.20	0.16	9.66
0.25	-0.03	0.05	48.17	0.25	9.72
0.17	-0.12	0.01	48.10	0.44	9.83
0.05	-0.09	0.05	48.09	0.65	9.86
0.08	-0.10	0.21	48.13	0.87	9.93
0.07	-0.18	0.21	48.21	1.03	9.97
0.08	-0.32	0.21	48.28	1.13	9.97
0.06	-0.32	0.21	48.39	1.23	9.94
0.11	-0.39	0.09	48.46	1.28	9.93
0.07	-0.20	0.05	48.56	1.34	9.91
0.07	-0.11	0.05	48.68	1.35	9.88
0.10	-0.09	0.05	48.79	1.30	9.80
0.04	-0.16	0.12	48.84	1.26	9.74
0.08	-0.27	0.08	48.89	1.21	9.67
0.07	-0.34	0.00	48.96	1.15	9.59
0.07	-0.22	0.00	48.98	1.13	9.59
0.04	-0.14	-0.08	49.04	1.06	9.57
0.03	-0.10	-0.12	49.09	0.98	9.56
0.02	-0.09	-0.12	49.14	0.88	9.51
-0.04	0.00	-0.13	49.17	0.84	9.49
-0.04	0.09	-0.05	49.28	0.67	9.40
-0.04	-0.01	-0.09	49.44	0.44	9.30
-0.08	0.02	-0.05	49.63	0.21	9.16
-0.05	0.00	-0.02	49.91	-0.00	9.05
-0.04	-0.11	-0.05	50.26	-0.28	8.95
-0.02	-0.33	-0.10	50.49	-0.47	8.90
-0.05	-0.27	-0.14	50.69	-0.61	8.83
0.00	-0.19	-0.06	51.01	-0.76	8.75
